Program to calculate energy of water
Input NAME of configuration file
Thread 3 processed npair 73446
Thread 9 processed npair 20086
Thread 2 processed npair 81944
Thread 7 processed npair 38853
Thread 8 processed npair 29748
Thread 9 processed npair 20085
Thread 6 processed npair 47664
Thread 1 processed npair 90400
Thread 5 processed npair 56339
Thread 9 processed npair 20084
Thread 8 processed npair 29747
Thread 4 processed npair 64903
Thread 7 processed npair 38852
Thread 9 processed npair 20083
Thread 0 processed npair 98920
Thread 6 processed npair 47663
Thread 3 processed npair 73445
Thread 8 processed npair 29746
Thread 9 processed npair 20082
Thread 2 processed npair 81943
Thread 5 processed npair 56338
Thread 7 processed npair 38851
Thread 9 processed npair 20081
Thread 8 processed npair 29745
Thread 1 processed npair 90399
Thread 4 processed npair 64902
Thread 6 processed npair 47662
Thread 9 processed npair 20080
Thread 7 processed npair 38850
Thread 5 processed npair 56337
Thread 8 processed npair 29744
Thread 9 processed npair 20079
Thread 3 processed npair 73444
Thread 9 processed npair 20078
Thread 6 processed npair 47661
Thread 2 processed npair 81942
Thread 0 processed npair 98919
Thread 8 processed npair 29743
Thread 7 processed npair 38849
Thread 4 processed npair 64901
Thread 9 processed npair 20077
Thread 5 processed npair 56336
Thread 1 processed npair 90398
Thread 8 processed npair 29742
Thread 9 processed npair 20076
Thread 7 processed npair 38848
Thread 6 processed npair 47660
Thread 3 processed npair 73443
Thread 9 processed npair 20075
Thread 8 processed npair 29741
Thread 4 processed npair 64900
Thread 2 processed npair 81941
Thread 9 processed npair 20074
Thread 7 processed npair 38847
Thread 5 processed npair 56335
Thread 6 processed npair 47659
Thread 8 processed npair 29740
Thread 9 processed npair 20073
Thread 0 processed npair 98918
Thread 9 processed npair 20072
Thread 3 processed npair 73442
Thread 7 processed npair 38846
Thread 1 processed npair 90397
Thread 8 processed npair 29739
Thread 6 processed npair 47658
Thread 5 processed npair 56334
Thread 9 processed npair 20071
Thread 4 processed npair 64899
Thread 8 processed npair 29738
Thread 7 processed npair 38845
Thread 2 processed npair 81940
Thread 9 processed npair 20070
Thread 9 processed npair 20069
Thread 8 processed npair 29737
Thread 6 processed npair 47657
Thread 3 processed npair 73441
Thread 5 processed npair 56333
Thread 7 processed npair 38844
Thread 9 processed npair 20068
Thread 4 processed npair 64898
Thread 1 processed npair 90396
Thread 0 processed npair 98917
Thread 8 processed npair 29736
Thread 9 processed npair 20067
Thread 6 processed npair 47656
Thread 7 processed npair 38843
Thread 2 processed npair 81939
Thread 9 processed npair 20066
Thread 8 processed npair 29735
Thread 5 processed npair 56332
Thread 9 processed npair 20065
Thread 3 processed npair 73440
Thread 4 processed npair 64897
Thread 8 processed npair 29734
Thread 7 processed npair 38842
Thread 6 processed npair 47655
Thread 9 processed npair 20064
Thread 1 processed npair 90395
Thread 9 processed npair 20063
Thread 8 processed npair 29733
Thread 5 processed npair 56331
Thread 7 processed npair 38841
Thread 0 processed npair 98916
Thread 2 processed npair 81938
Thread 9 processed npair 20062
Thread 6 processed npair 47654
Thread 4 processed npair 64896
Thread 8 processed npair 29732
Thread 3 processed npair 73439
Thread 9 processed npair 20061
Thread 7 processed npair 38840
Thread 5 processed npair 56330
Thread 9 processed npair 20060
Thread 8 processed npair 29731
Thread 6 processed npair 47653
Thread 9 processed npair 20059
Thread 1 processed npair 90394
Thread 7 processed npair 38839
Thread 8 processed npair 29730
Thread 4 processed npair 64895
Thread 2 processed npair 81937
Thread 9 processed npair 20058
Thread 3 processed npair 73438
Thread 5 processed npair 56329
Thread 0 processed npair 98915
Thread 8 processed npair 29729
Thread 6 processed npair 47652
Thread 9 processed npair 20057
Thread 7 processed npair 38838
Thread 9 processed npair 20056
Thread 8 processed npair 29728
Thread 4 processed npair 64894
Thread 9 processed npair 20055
Thread 7 processed npair 38837
Thread 6 processed npair 47651
Thread 5 processed npair 56328
Thread 1 processed npair 90393
Thread 2 processed npair 81936
Thread 3 processed npair 73437
Thread 8 processed npair 29727
Thread 9 processed npair 20054
Thread 9 processed npair 20053
Thread 7 processed npair 38836
Thread 8 processed npair 29726
Thread 6 processed npair 47650
Thread 4 processed npair 64893
Thread 0 processed npair 98914
Thread 9 processed npair 20052
Thread 5 processed npair 56327
Thread 8 processed npair 29725
Thread 9 processed npair 20051
Thread 7 processed npair 38835
Thread 3 processed npair 73436
Thread 2 processed npair 81935
Thread 1 processed npair 90392
Thread 6 processed npair 47649
Thread 9 processed npair 20050
Thread 8 processed npair 29724
Thread 5 processed npair 56326
Thread 7 processed npair 38834
Thread 4 processed npair 64892
Thread 9 processed npair 20049
Thread 8 processed npair 29723
Thread 9 processed npair 20048
Thread 6 processed npair 47648
Thread 7 processed npair 38833
Thread 3 processed npair 73435
Thread 9 processed npair 20047
Thread 0 processed npair 98913
Thread 8 processed npair 29722
Thread 5 processed npair 56325
Thread 2 processed npair 81934
Thread 9 processed npair 20046
Thread 4 processed npair 64891
Thread 1 processed npair 90391
Thread 6 processed npair 47647
Thread 8 processed npair 29721
Thread 7 processed npair 38832
Thread 9 processed npair 20045
Thread 9 processed npair 20044
Thread 8 processed npair 29720
Thread 5 processed npair 56324
Thread 3 processed npair 73434
Thread 7 processed npair 38831
Thread 6 processed npair 47646
Thread 9 processed npair 20043
Thread 4 processed npair 64890
Thread 8 processed npair 29719
Thread 2 processed npair 81933
Thread 9 processed npair 20042
Thread 0 processed npair 98912
Thread 7 processed npair 38830
Thread 1 processed npair 90390
Thread 5 processed npair 56323
Thread 9 processed npair 20041
Thread 8 processed npair 29718
Thread 6 processed npair 47645
Thread 9 processed npair 20040
Thread 3 processed npair 73433
Thread 7 processed npair 38829
Thread 4 processed npair 64889
Thread 8 processed npair 29717
Thread 9 processed npair 20039
Thread 6 processed npair 47644
Thread 5 processed npair 56322
Thread 2 processed npair 81932
Thread 8 processed npair 29716
Thread 9 processed npair 20038
Thread 7 processed npair 38828
Thread 1 processed npair 90389
Thread 9 processed npair 20037
Thread 0 processed npair 98911
Thread 8 processed npair 29715
Thread 4 processed npair 64888
Thread 3 processed npair 73432
Thread 6 processed npair 47643
Thread 9 processed npair 20036
Thread 7 processed npair 38827
Thread 5 processed npair 56321
Thread 8 processed npair 29714
Thread 9 processed npair 20035
Thread 2 processed npair 81931
Thread 7 processed npair 38826
Thread 9 processed npair 20034
Thread 6 processed npair 47642
Thread 8 processed npair 29713
Thread 4 processed npair 64887
Thread 9 processed npair 20033
Thread 5 processed npair 56320
Thread 3 processed npair 73431
Thread 1 processed npair 90388
Thread 8 processed npair 29712
Thread 7 processed npair 38825
Thread 9 processed npair 20032
Thread 6 processed npair 47641
Thread 0 processed npair 98910
Thread 9 processed npair 20031
Thread 8 processed npair 29711
Thread 2 processed npair 81930
Thread 4 processed npair 64886
Thread 7 processed npair 38824
Thread 5 processed npair 56319
Thread 9 processed npair 20030
Thread 3 processed npair 73430
Thread 8 processed npair 29710
Thread 6 processed npair 47640
Thread 9 processed npair 20029
Thread 7 processed npair 38823
Thread 1 processed npair 90387
Thread 9 processed npair 20028
Thread 8 processed npair 29709
Thread 5 processed npair 56318
Thread 4 processed npair 64885
Thread 9 processed npair 20027
Thread 6 processed npair 47639
Thread 7 processed npair 38822
Thread 2 processed npair 81929
Thread 0 processed npair 98909
Thread 8 processed npair 29708
Thread 9 processed npair 20026
Thread 3 processed npair 73429
Thread 9 processed npair 20025
Thread 8 processed npair 29707
Thread 7 processed npair 38821
Thread 6 processed npair 47638
Thread 5 processed npair 56317
Thread 4 processed npair 64884
Thread 9 processed npair 20024
Thread 1 processed npair 90386
Thread 8 processed npair 29706
Thread 9 processed npair 20023
Thread 7 processed npair 38820
Thread 2 processed npair 81928
Thread 6 processed npair 47637
Thread 3 processed npair 73428
Thread 9 processed npair 20022
Thread 8 processed npair 29705
Thread 5 processed npair 56316
Thread 0 processed npair 98908
Thread 9 processed npair 20021
Thread 4 processed npair 64883
Thread 7 processed npair 38819
Thread 8 processed npair 29704
Thread 9 processed npair 20020
Thread 6 processed npair 47636
Thread 1 processed npair 90385
Thread 9 processed npair 20019
Thread 5 processed npair 56315
Thread 8 processed npair 29703
Thread 7 processed npair 38818
Thread 3 processed npair 73427
Thread 2 processed npair 81927
Thread 9 processed npair 20018
Thread 4 processed npair 64882
Thread 6 processed npair 47635
Thread 8 processed npair 29702
Thread 9 processed npair 20017
Thread 7 processed npair 38817
Thread 5 processed npair 56314
Thread 9 processed npair 20016
Thread 0 processed npair 98907
Thread 8 processed npair 29701
Thread 6 processed npair 47634
Thread 1 processed npair 90384
Thread 7 processed npair 38816
Thread 3 processed npair 73426
Thread 9 processed npair 20015
Thread 4 processed npair 64881
Thread 8 processed npair 29700
Thread 2 processed npair 81926
Thread 9 processed npair 20014
Thread 5 processed npair 56313
Thread 7 processed npair 38815
Thread 6 processed npair 47633
Thread 9 processed npair 20013
Thread 8 processed npair 29699
Thread 9 processed npair 20012
Thread 3 processed npair 73425
Thread 4 processed npair 64880
Thread 8 processed npair 29698
Thread 7 processed npair 38814
Thread 9 processed npair 20011
Thread 1 processed npair 90383
Thread 0 processed npair 98906
Thread 5 processed npair 56312
Thread 6 processed npair 47632
Thread 2 processed npair 81925
Thread 8 processed npair 29697
Thread 9 processed npair 20010
Thread 7 processed npair 38813
Thread 9 processed npair 20009
Thread 8 processed npair 29696
Thread 4 processed npair 64879
Thread 6 processed npair 47631
Thread 3 processed npair 73424
Thread 9 processed npair 20008
Thread 5 processed npair 56311
Thread 7 processed npair 38812
Thread 8 processed npair 29695
Thread 9 processed npair 20007
Thread 2 processed npair 81924
Thread 1 processed npair 90382
Thread 6 processed npair 47630
Thread 9 processed npair 20006
Thread 7 processed npair 38811
Thread 8 processed npair 29694
Thread 0 processed npair 98905
Thread 4 processed npair 64878
Thread 5 processed npair 56310
Thread 9 processed npair 20005
Thread 3 processed npair 73423
Thread 8 processed npair 29693
Thread 9 processed npair 20004
Thread 6 processed npair 47629
Thread 7 processed npair 38810
Thread 9 processed npair 20003
Thread 8 processed npair 29692
Thread 2 processed npair 81923
Thread 5 processed npair 56309
Thread 4 processed npair 64877
Thread 9 processed npair 20002
Thread 1 processed npair 90381
Thread 7 processed npair 38809
Thread 6 processed npair 47628
Thread 8 processed npair 29691
Thread 9 processed npair 20001
Thread 3 processed npair 73422
Thread 0 processed npair 98904
Thread 9 processed npair 20000
Thread 7 processed npair 38808
Thread 8 processed npair 29690
Thread 5 processed npair 56308
Thread 6 processed npair 47627
Thread 4 processed npair 64876
Thread 9 processed npair 19999
Thread 2 processed npair 81922
Thread 8 processed npair 29689
Thread 9 processed npair 19998
Thread 7 processed npair 38807
Thread 1 processed npair 90380
Thread 3 processed npair 73421
Thread 9 processed npair 19997
Thread 5 processed npair 56307
Thread 6 processed npair 47626
Thread 8 processed npair 29688
Thread 7 processed npair 38806
Thread 9 processed npair 19996
Thread 4 processed npair 64875
Thread 8 processed npair 29687
Thread 0 processed npair 98903
Thread 9 processed npair 19995
Thread 2 processed npair 81921
Thread 6 processed npair 47625
Thread 7 processed npair 38805
Thread 9 processed npair 19994
Thread 5 processed npair 56306
Thread 3 processed npair 73420
Thread 8 processed npair 29686
Thread 1 processed npair 90379
Thread 9 processed npair 19993
Thread 4 processed npair 64874
Thread 8 processed npair 29685
Thread 7 processed npair 38804
Thread 6 processed npair 47624
Thread 9 processed npair 19992
Thread 5 processed npair 56305
Thread 9 processed npair 19991
Thread 8 processed npair 29684
Thread 2 processed npair 81920
Thread 7 processed npair 38803
Thread 3 processed npair 73419
Thread 9 processed npair 19990
Thread 0 processed npair 98902
Thread 4 processed npair 64873
Thread 6 processed npair 47623
Thread 8 processed npair 29683
Thread 9 processed npair 19989
Thread 1 processed npair 90378
Thread 5 processed npair 56304
Thread 7 processed npair 38802
Thread 9 processed npair 19988
Thread 8 processed npair 29682
Thread 6 processed npair 47622
Thread 9 processed npair 19987
Thread 3 processed npair 73418
Thread 4 processed npair 64872
Thread 7 processed npair 38801
Thread 2 processed npair 81919
Thread 8 processed npair 29681
Thread 9 processed npair 19986
Thread 5 processed npair 56303
Thread 9 processed npair 19985
Thread 6 processed npair 47621
Thread 8 processed npair 29680
Thread 0 processed npair 98901
Thread 7 processed npair 38800
Thread 1 processed npair 90377
Thread 9 processed npair 19984
Thread 8 processed npair 29679
Thread 4 processed npair 64871
Thread 3 processed npair 73417
Thread 9 processed npair 19983
Thread 5 processed npair 56302
Thread 6 processed npair 47620
Thread 7 processed npair 38799
Thread 2 processed npair 81918
Thread 8 processed npair 29678
Thread 9 processed npair 19982
Thread 9 processed npair 19981
Thread 7 processed npair 38798
Thread 8 processed npair 29677
Thread 6 processed npair 47619
Thread 4 processed npair 64870
Thread 5 processed npair 56301
Thread 1 processed npair 90376
Thread 9 processed npair 19980
Thread 3 processed npair 73416
Thread 0 processed npair 98900
Thread 8 processed npair 29676
Thread 9 processed npair 19979
Thread 7 processed npair 38797
Thread 2 processed npair 81917
Thread 6 processed npair 47618
Thread 9 processed npair 19978
Thread 8 processed npair 29675
Thread 5 processed npair 56300
Thread 4 processed npair 64869
Thread 7 processed npair 38796
Thread 9 processed npair 19977
Thread 8 processed npair 29674
Thread 3 processed npair 73415
Thread 9 processed npair 19976
Thread 6 processed npair 47617
Thread 1 processed npair 90375
Thread 7 processed npair 38795
Thread 9 processed npair 19975
Thread 8 processed npair 29673
Thread 5 processed npair 56299
Thread 2 processed npair 81916
Thread 0 processed npair 98899
Thread 4 processed npair 64868
Thread 9 processed npair 19974
Thread 6 processed npair 47616
Thread 8 processed npair 29672
Thread 7 processed npair 38794
Thread 9 processed npair 19973
Thread 3 processed npair 73414
Thread 5 processed npair 56298
Thread 8 processed npair 29671
Thread 9 processed npair 19972
Thread 7 processed npair 38793
Thread 1 processed npair 90374
Thread 6 processed npair 47615
Thread 4 processed npair 64867
Thread 9 processed npair 19971
Thread 2 processed npair 81915
Thread 8 processed npair 29670
Thread 9 processed npair 19970
Thread 7 processed npair 38792
Thread 0 processed npair 98898
Thread 5 processed npair 56297
Thread 3 processed npair 73413
Thread 6 processed npair 47614
Thread 8 processed npair 29669
Thread 9 processed npair 19969
Thread 4 processed npair 64866
Thread 9 processed npair 19968
Thread 7 processed npair 38791
Thread 8 processed npair 29668
Thread 1 processed npair 90373
Thread 2 processed npair 81914
Thread 9 processed npair 19967
Thread 6 processed npair 47613
Thread 5 processed npair 56296
Thread 8 processed npair 29667
Thread 9 processed npair 19966
Thread 7 processed npair 38790
Thread 3 processed npair 73412
Thread 4 processed npair 64865
Thread 9 processed npair 19965
Thread 8 processed npair 29666
Thread 6 processed npair 47612
Thread 0 processed npair 98897
Thread 7 processed npair 38789
Thread 5 processed npair 56295
Thread 9 processed npair 19964
Thread 8 processed npair 29665
Thread 2 processed npair 81913
Thread 9 processed npair 19963
Thread 1 processed npair 90372
Thread 3 processed npair 73411
Thread 6 processed npair 47611
Thread 7 processed npair 38788
Thread 4 processed npair 64864
Thread 8 processed npair 29664
Thread 9 processed npair 19962
Thread 5 processed npair 56294
Thread 9 processed npair 19961
Thread 8 processed npair 29663
Thread 7 processed npair 38787
Thread 6 processed npair 47610
Thread 9 processed npair 19960
Thread 0 processed npair 98896
Thread 8 processed npair 29662
Thread 2 processed npair 81912
Thread 3 processed npair 73410
Thread 9 processed npair 19959
Thread 4 processed npair 64863
Thread 5 processed npair 56293
Thread 1 processed npair 90371
Thread 7 processed npair 38786
Thread 9 processed npair 19958
Thread 6 processed npair 47609
Thread 8 processed npair 29661
Thread 9 processed npair 19957
Thread 7 processed npair 38785
Thread 8 processed npair 29660
Thread 5 processed npair 56292
Thread 9 processed npair 19956
Thread 4 processed npair 64862
Thread 6 processed npair 47608
Thread 3 processed npair 73409
Thread 2 processed npair 81911
Thread 9 processed npair 19955
Thread 8 processed npair 29659
Thread 7 processed npair 38784
Thread 1 processed npair 90370
Thread 0 processed npair 98895
Thread 9 processed npair 19954
Thread 8 processed npair 29658
Thread 6 processed npair 47607
Thread 5 processed npair 56291
Thread 7 processed npair 38783
Thread 9 processed npair 19953
Thread 4 processed npair 64861
Thread 8 processed npair 29657
Thread 3 processed npair 73408
Thread 9 processed npair 19952
Thread 2 processed npair 81910
Thread 7 processed npair 38782
Thread 6 processed npair 47606
Thread 9 processed npair 19951
Thread 8 processed npair 29656
Thread 5 processed npair 56290
Thread 1 processed npair 90369
Thread 9 processed npair 19950
Thread 4 processed npair 64860
Thread 7 processed npair 38781
Thread 8 processed npair 29655
Thread 0 processed npair 98894
Thread 9 processed npair 19949
Thread 6 processed npair 47605
Thread 3 processed npair 73407
Thread 9 processed npair 19948
Thread 5 processed npair 56289
Thread 8 processed npair 29654
Thread 7 processed npair 38780
Thread 2 processed npair 81909
Thread 9 processed npair 19947
Thread 4 processed npair 64859
Thread 6 processed npair 47604
Thread 8 processed npair 29653
Thread 9 processed npair 19946
Thread 1 processed npair 90368
Thread 7 processed npair 38779
Thread 5 processed npair 56288
Thread 3 processed npair 73406
Thread 9 processed npair 19945
Thread 8 processed npair 29652
Thread 6 processed npair 47603
Thread 0 processed npair 98893
Thread 9 processed npair 19944
Thread 7 processed npair 38778
Thread 2 processed npair 81908
Thread 4 processed npair 64858
Thread 8 processed npair 29651
Thread 9 processed npair 19943
Thread 5 processed npair 56287
Thread 8 processed npair 29650
Thread 6 processed npair 47602
Thread 9 processed npair 19942
Thread 7 processed npair 38777
Thread 3 processed npair 73405
Thread 1 processed npair 90367
Thread 9 processed npair 19941
Thread 8 processed npair 29649
Thread 4 processed npair 64857
Thread 7 processed npair 38776
Thread 9 processed npair 19940
Thread 5 processed npair 56286
Thread 6 processed npair 47601
Thread 2 processed npair 81907
Thread 8 processed npair 29648
Thread 0 processed npair 98892
Thread 9 processed npair 19939
Thread 7 processed npair 38775
Thread 9 processed npair 19938
Thread 3 processed npair 73404
Thread 8 processed npair 29647
Thread 6 processed npair 47600
Thread 4 processed npair 64856
Thread 1 processed npair 90366
Thread 5 processed npair 56285
Thread 9 processed npair 19937
Thread 7 processed npair 38774
Thread 8 processed npair 29646
Thread 9 processed npair 19936
Thread 2 processed npair 81906
Thread 6 processed npair 47599
Thread 9 processed npair 19935
Thread 8 processed npair 29645
Thread 3 processed npair 73403
Thread 7 processed npair 38773
Thread 4 processed npair 64855
Thread 5 processed npair 56284
Thread 9 processed npair 19934
Thread 0 processed npair 98891
Thread 8 processed npair 29644
Thread 9 processed npair 19933
Thread 6 processed npair 47598
Thread 1 processed npair 90365
Thread 7 processed npair 38772
Thread 9 processed npair 19932
Thread 2 processed npair 81905
Thread 8 processed npair 29643
Thread 5 processed npair 56283
Thread 4 processed npair 64854
Thread 9 processed npair 19931
Thread 3 processed npair 73402
Thread 7 processed npair 38771
Thread 6 processed npair 47597
Thread 8 processed npair 29642
Thread 9 processed npair 19930
Thread 8 processed npair 29641
Thread 9 processed npair 19929
Thread 5 processed npair 56282
Thread 7 processed npair 38770
Thread 0 processed npair 98890
Thread 1 processed npair 90364
Thread 4 processed npair 64853
Thread 6 processed npair 47596
Thread 2 processed npair 81904
Thread 9 processed npair 19928
Thread 8 processed npair 29640
Thread 3 processed npair 73401
Thread 7 processed npair 38769
Thread 9 processed npair 19927
Thread 5 processed npair 56281
Thread 8 processed npair 29639
Thread 9 processed npair 19926
Thread 6 processed npair 47595
Thread 4 processed npair 64852
Thread 7 processed npair 38768
Thread 9 processed npair 19925
Thread 8 processed npair 29638
Thread 1 processed npair 90363
Thread 2 processed npair 81903
Thread 9 processed npair 19924
Thread 3 processed npair 73400
Thread 6 processed npair 47594
Thread 0 processed npair 98889
Thread 5 processed npair 56280
Thread 7 processed npair 38767
Thread 8 processed npair 29637
Thread 9 processed npair 19923
Thread 4 processed npair 64851
Thread 9 processed npair 19922
Thread 8 processed npair 29636
Thread 7 processed npair 38766
Thread 6 processed npair 47593
Thread 9 processed npair 19921
Thread 5 processed npair 56279
Thread 3 processed npair 73399
Thread 2 processed npair 81902
Thread 8 processed npair 29635
Thread 9 processed npair 19920
Thread 1 processed npair 90362
Thread 7 processed npair 38765
Thread 6 processed npair 47592
Thread 9 processed npair 19919
Thread 4 processed npair 64850
Thread 8 processed npair 29634
Thread 0 processed npair 98888
Thread 9 processed npair 19918
Thread 5 processed npair 56278
Thread 7 processed npair 38764
Thread 8 processed npair 29633
Thread 9 processed npair 19917
Thread 6 processed npair 47591
Thread 3 processed npair 73398
Thread 2 processed npair 81901
Thread 9 processed npair 19916
Thread 8 processed npair 29632
Thread 4 processed npair 64849
Thread 7 processed npair 38763
Thread 1 processed npair 90361
Thread 5 processed npair 56277
Thread 9 processed npair 19915
Thread 8 processed npair 29631
Thread 6 processed npair 47590
Thread 9 processed npair 19914
Thread 7 processed npair 38762
Thread 0 processed npair 98887
Thread 3 processed npair 73397
Thread 8 processed npair 29630
Thread 9 processed npair 19913
Thread 4 processed npair 64848
Thread 5 processed npair 56276
Thread 2 processed npair 81900
Thread 6 processed npair 47589
Thread 9 processed npair 19912
Thread 7 processed npair 38761
Thread 8 processed npair 29629
Thread 1 processed npair 90360
Thread 9 processed npair 19911
Thread 8 processed npair 29628
Thread 7 processed npair 38760
Thread 9 processed npair 19910
Thread 5 processed npair 56275
Thread 6 processed npair 47588
Thread 4 processed npair 64847
Thread 3 processed npair 73396
Thread 9 processed npair 19909
Thread 8 processed npair 29627
Thread 2 processed npair 81899
Thread 7 processed npair 38759
Thread 0 processed npair 98886
Thread 9 processed npair 19908
Thread 6 processed npair 47587
Thread 8 processed npair 29626
Thread 5 processed npair 56274
Thread 9 processed npair 19907
Thread 1 processed npair 90359
Thread 4 processed npair 64846
Thread 7 processed npair 38758
Thread 9 processed npair 19906
Thread 3 processed npair 73395
Thread 8 processed npair 29625
Thread 6 processed npair 47586
Thread 9 processed npair 19905
Thread 7 processed npair 38757
Thread 2 processed npair 81898
Thread 5 processed npair 56273
Thread 8 processed npair 29624
Thread 9 processed npair 19904
Thread 4 processed npair 64845
Thread 9 processed npair 19903
Thread 0 processed npair 98885
Thread 8 processed npair 29623
Thread 6 processed npair 47585
Thread 7 processed npair 38756
Thread 1 processed npair 90358
Thread 3 processed npair 73394
Thread 9 processed npair 19902
Thread 5 processed npair 56272
Thread 8 processed npair 29622
Thread 9 processed npair 19901
Thread 7 processed npair 38755
Thread 6 processed npair 47584
Thread 2 processed npair 81897
Thread 4 processed npair 64844
Thread 9 processed npair 19900
Thread 8 processed npair 29621
Thread 9 processed npair 19899
Thread 5 processed npair 56271
Thread 3 processed npair 73393
Thread 7 processed npair 38754
Thread 8 processed npair 29620
Thread 6 processed npair 47583
Thread 1 processed npair 90357
Thread 9 processed npair 19898
Thread 0 processed npair 98884
Thread 4 processed npair 64843
Thread 8 processed npair 29619
Thread 9 processed npair 19897
Thread 7 processed npair 38753
Thread 2 processed npair 81896
Thread 5 processed npair 56270
Thread 9 processed npair 19896
Thread 6 processed npair 47582
Thread 8 processed npair 29618
Thread 3 processed npair 73392
Thread 9 processed npair 19895
Thread 7 processed npair 38752
Thread 8 processed npair 29617
Thread 4 processed npair 64842
Thread 9 processed npair 19894
Thread 1 processed npair 90356
Thread 6 processed npair 47581
Thread 5 processed npair 56269
Thread 7 processed npair 38751
Thread 9 processed npair 19893
Thread 8 processed npair 29616
Thread 0 processed npair 98883
Thread 2 processed npair 81895
Thread 9 processed npair 19892
Thread 3 processed npair 73391
Thread 8 processed npair 29615
Thread 7 processed npair 38750
Thread 6 processed npair 47580
Thread 4 processed npair 64841
Thread 9 processed npair 19891
Thread 5 processed npair 56268
Thread 9 processed npair 19890
Thread 8 processed npair 29614
Thread 7 processed npair 38749
Thread 1 processed npair 90355
Thread 9 processed npair 19889
Thread 6 processed npair 47579
Thread 2 processed npair 81894
Thread 8 processed npair 29613
Thread 3 processed npair 73390
Thread 4 processed npair 64840
Thread 9 processed npair 19888
Thread 5 processed npair 56267
Thread 7 processed npair 38748
Thread 0 processed npair 98882
Thread 8 processed npair 29612
Thread 9 processed npair 19887
Thread 6 processed npair 47578
Thread 9 processed npair 19886
Thread 7 processed npair 38747
Thread 8 processed npair 29611
Thread 5 processed npair 56266
Thread 1 processed npair 90354
Thread 9 processed npair 19885
Thread 4 processed npair 64839
Thread 2 processed npair 81893
Thread 3 processed npair 73389
Thread 6 processed npair 47577
Thread 8 processed npair 29610
Thread 9 processed npair 19884
Thread 7 processed npair 38746
Thread 9 processed npair 19883
Thread 8 processed npair 29609
Thread 5 processed npair 56265
Thread 0 processed npair 98881
Thread 6 processed npair 47576
Thread 9 processed npair 19882
Thread 7 processed npair 38745
Thread 4 processed npair 64838
Thread 8 processed npair 29608
Thread 3 processed npair 73388
Thread 9 processed npair 19881
Thread 2 processed npair 81892
Thread 1 processed npair 90353
Thread 7 processed npair 38744
Thread 9 processed npair 19880
Thread 8 processed npair 29607
Thread 6 processed npair 47575
Thread 5 processed npair 56264
Thread 9 processed npair 19879
Thread 4 processed npair 64837
Thread 8 processed npair 29606
Thread 7 processed npair 38743
Thread 9 processed npair 19878
Thread 3 processed npair 73387
Thread 6 processed npair 47574
Thread 0 processed npair 98880
Thread 9 processed npair 19877
Thread 5 processed npair 56263
Thread 8 processed npair 29605
Thread 2 processed npair 81891
Thread 1 processed npair 90352
Thread 7 processed npair 38742
Thread 9 processed npair 19876
Thread 4 processed npair 64836
Thread 8 processed npair 29604
Thread 6 processed npair 47573
Thread 9 processed npair 19875
Thread 7 processed npair 38741
Thread 5 processed npair 56262
Thread 3 processed npair 73386
Thread 9 processed npair 19874
Thread 8 processed npair 29603
Thread 9 processed npair 19873
Thread 2 processed npair 81890
Thread 6 processed npair 47572
Thread 4 processed npair 64835
Thread 8 processed npair 29602
Thread 7 processed npair 38740
Thread 0 processed npair 98879
Thread 9 processed npair 19872
Thread 1 processed npair 90351
Thread 5 processed npair 56261
Thread 8 processed npair 29601
Thread 9 processed npair 19871
Thread 6 processed npair 47571
Thread 7 processed npair 38739
Thread 3 processed npair 73385
Thread 9 processed npair 19870
Thread 8 processed npair 29600
Thread 4 processed npair 64834
Thread 9 processed npair 19869
Thread 2 processed npair 81889
Thread 5 processed npair 56260
Thread 7 processed npair 38738
Thread 6 processed npair 47570
Thread 8 processed npair 29599
Thread 9 processed npair 19868
Thread 1 processed npair 90350
Thread 9 processed npair 19867
Thread 0 processed npair 98878
Thread 3 processed npair 73384
Thread 7 processed npair 38737
Thread 8 processed npair 29598
Thread 4 processed npair 64833
Thread 9 processed npair 19866
Thread 5 processed npair 56259
Thread 6 processed npair 47569
Thread 8 processed npair 29597
Thread 9 processed npair 19865
Thread 2 processed npair 81888
Thread 7 processed npair 38736
Thread 9 processed npair 19864
Thread 8 processed npair 29596
Thread 6 processed npair 47568
Thread 3 processed npair 73383
Thread 5 processed npair 56258
Thread 1 processed npair 90349
Thread 9 processed npair 19863
Thread 4 processed npair 64832
Thread 7 processed npair 38735
Thread 8 processed npair 29595
Thread 9 processed npair 19862
Thread 0 processed npair 98877
Thread 6 processed npair 47567
Thread 9 processed npair 19861
Thread 7 processed npair 38734
Thread 2 processed npair 81887
Thread 8 processed npair 29594
Thread 5 processed npair 56257
Thread 9 processed npair 19860
Thread 4 processed npair 64831
Thread 3 processed npair 73382
Thread 8 processed npair 29593
Thread 7 processed npair 38733
Thread 9 processed npair 19859
Thread 6 processed npair 47566
Thread 1 processed npair 90348
Thread 9 processed npair 19858
Thread 8 processed npair 29592
Thread 5 processed npair 56256
Thread 7 processed npair 38732
Thread 9 processed npair 19857
Thread 2 processed npair 81886
Thread 4 processed npair 64830
Thread 6 processed npair 47565
Thread 0 processed npair 98876
Thread 8 processed npair 29591
Thread 3 processed npair 73381
Thread 9 processed npair 19856
Thread 7 processed npair 38731
Thread 8 processed npair 29590
Thread 9 processed npair 19855
Thread 5 processed npair 56255
Thread 1 processed npair 90347
Thread 6 processed npair 47564
