Program to calculate energy of water
Input NAME of configuration file
Thread 3 processed npair 74441
Thread 2 processed npair 82837
Thread 10 processed npair 14095
Thread 8 processed npair 32081
Thread 9 processed npair 23355
Thread 6 processed npair 49170
Thread 1 processed npair 91211
Thread 10 processed npair 14094
Thread 5 processed npair 57625
Thread 7 processed npair 40680
Thread 0 processed npair 99609
Thread 9 processed npair 23354
Thread 10 processed npair 14093
Thread 8 processed npair 32080
Thread 4 processed npair 66029
Thread 10 processed npair 14092
Thread 9 processed npair 23353
Thread 6 processed npair 49169
Thread 10 processed npair 14091
Thread 7 processed npair 40679
Thread 3 processed npair 74440
Thread 8 processed npair 32079
Thread 10 processed npair 14090
Thread 2 processed npair 82836
Thread 9 processed npair 23352
Thread 5 processed npair 57624
Thread 10 processed npair 14089
Thread 9 processed npair 23351
Thread 8 processed npair 32078
Thread 7 processed npair 40678
Thread 1 processed npair 91210
Thread 10 processed npair 14088
Thread 6 processed npair 49168
Thread 4 processed npair 66028
Thread 10 processed npair 14087
Thread 9 processed npair 23350
Thread 10 processed npair 14086
Thread 0 processed npair 99608
Thread 5 processed npair 57623
Thread 8 processed npair 32077
Thread 3 processed npair 74439
Thread 7 processed npair 40677
Thread 9 processed npair 23349
Thread 10 processed npair 14085
Thread 6 processed npair 49167
Thread 2 processed npair 82835
Thread 10 processed npair 14084
Thread 8 processed npair 32076
Thread 9 processed npair 23348
Thread 4 processed npair 66027
Thread 10 processed npair 14083
Thread 7 processed npair 40676
Thread 5 processed npair 57622
Thread 10 processed npair 14082
Thread 1 processed npair 91209
Thread 9 processed npair 23347
Thread 8 processed npair 32075
Thread 6 processed npair 49166
Thread 10 processed npair 14081
Thread 3 processed npair 74438
Thread 9 processed npair 23346
Thread 10 processed npair 14080
Thread 7 processed npair 40675
Thread 8 processed npair 32074
Thread 10 processed npair 14079
Thread 4 processed npair 66026
Thread 2 processed npair 82834
Thread 0 processed npair 99607
Thread 9 processed npair 23345
Thread 5 processed npair 57621
Thread 10 processed npair 14078
Thread 6 processed npair 49165
Thread 7 processed npair 40674
Thread 9 processed npair 23344
Thread 8 processed npair 32073
Thread 10 processed npair 14077
Thread 10 processed npair 14076
Thread 1 processed npair 91208
Thread 3 processed npair 74437
Thread 9 processed npair 23343
Thread 10 processed npair 14075
Thread 8 processed npair 32072
Thread 7 processed npair 40673
Thread 4 processed npair 66025
Thread 6 processed npair 49164
Thread 5 processed npair 57620
Thread 10 processed npair 14074
Thread 9 processed npair 23342
Thread 2 processed npair 82833
Thread 10 processed npair 14073
Thread 8 processed npair 32071
Thread 9 processed npair 23341
Thread 10 processed npair 14072
Thread 7 processed npair 40672
Thread 0 processed npair 99606
Thread 6 processed npair 49163
Thread 10 processed npair 14071
Thread 9 processed npair 23340
Thread 3 processed npair 74436
Thread 8 processed npair 32070
Thread 5 processed npair 57619
Thread 4 processed npair 66024
Thread 10 processed npair 14070
Thread 1 processed npair 91207
Thread 7 processed npair 40671
Thread 9 processed npair 23339
Thread 10 processed npair 14069
Thread 8 processed npair 32069
Thread 2 processed npair 82832
Thread 10 processed npair 14068
Thread 6 processed npair 49162
Thread 9 processed npair 23338
Thread 10 processed npair 14067
Thread 5 processed npair 57618
Thread 7 processed npair 40670
Thread 8 processed npair 32068
Thread 9 processed npair 23337
Thread 10 processed npair 14066
Thread 3 processed npair 74435
Thread 4 processed npair 66023
Thread 10 processed npair 14065
Thread 0 processed npair 99605
Thread 6 processed npair 49161
Thread 9 processed npair 23336
Thread 8 processed npair 32067
Thread 10 processed npair 14064
Thread 7 processed npair 40669
Thread 1 processed npair 91206
Thread 10 processed npair 14063
Thread 5 processed npair 57617
Thread 9 processed npair 23335
Thread 2 processed npair 82831
Thread 10 processed npair 14062
Thread 8 processed npair 32066
Thread 4 processed npair 66022
Thread 9 processed npair 23334
Thread 6 processed npair 49160
Thread 7 processed npair 40668
Thread 10 processed npair 14061
Thread 3 processed npair 74434
Thread 10 processed npair 14060
Thread 8 processed npair 32065
Thread 9 processed npair 23333
Thread 5 processed npair 57616
Thread 10 processed npair 14059
Thread 7 processed npair 40667
Thread 9 processed npair 23332
Thread 10 processed npair 14058
Thread 6 processed npair 49159
Thread 1 processed npair 91205
Thread 8 processed npair 32064
Thread 0 processed npair 99604
Thread 10 processed npair 14057
Thread 2 processed npair 82830
Thread 4 processed npair 66021
Thread 9 processed npair 23331
Thread 10 processed npair 14056
Thread 3 processed npair 74433
Thread 7 processed npair 40666
Thread 8 processed npair 32063
Thread 5 processed npair 57615
Thread 10 processed npair 14055
Thread 9 processed npair 23330
Thread 6 processed npair 49158
Thread 10 processed npair 14054
Thread 9 processed npair 23329
Thread 8 processed npair 32062
Thread 10 processed npair 14053
Thread 7 processed npair 40665
Thread 4 processed npair 66020
Thread 10 processed npair 14052
Thread 9 processed npair 23328
Thread 2 processed npair 82829
Thread 1 processed npair 91204
Thread 5 processed npair 57614
Thread 6 processed npair 49157
Thread 10 processed npair 14051
Thread 8 processed npair 32061
Thread 3 processed npair 74432
Thread 0 processed npair 99603
Thread 7 processed npair 40664
Thread 9 processed npair 23327
Thread 10 processed npair 14050
Thread 10 processed npair 14049
Thread 8 processed npair 32060
Thread 9 processed npair 23326
Thread 10 processed npair 14048
Thread 4 processed npair 66019
Thread 6 processed npair 49156
Thread 5 processed npair 57613
Thread 7 processed npair 40663
Thread 10 processed npair 14047
Thread 9 processed npair 23325
Thread 8 processed npair 32059
Thread 10 processed npair 14046
Thread 2 processed npair 82828
Thread 3 processed npair 74431
Thread 1 processed npair 91203
Thread 9 processed npair 23324
Thread 10 processed npair 14045
Thread 7 processed npair 40662
Thread 6 processed npair 49155
Thread 8 processed npair 32058
Thread 10 processed npair 14044
Thread 4 processed npair 66018
Thread 5 processed npair 57612
Thread 9 processed npair 23323
Thread 10 processed npair 14043
Thread 0 processed npair 99602
Thread 10 processed npair 14042
Thread 8 processed npair 32057
Thread 7 processed npair 40661
Thread 9 processed npair 23322
Thread 10 processed npair 14041
Thread 6 processed npair 49154
Thread 3 processed npair 74430
Thread 2 processed npair 82827
Thread 9 processed npair 23321
Thread 10 processed npair 14040
Thread 8 processed npair 32056
Thread 5 processed npair 57611
Thread 4 processed npair 66017
Thread 1 processed npair 91202
Thread 7 processed npair 40660
Thread 10 processed npair 14039
Thread 9 processed npair 23320
Thread 10 processed npair 14038
Thread 6 processed npair 49153
Thread 8 processed npair 32055
Thread 10 processed npair 14037
Thread 9 processed npair 23319
Thread 7 processed npair 40659
Thread 10 processed npair 14036
Thread 5 processed npair 57610
Thread 0 processed npair 99601
Thread 3 processed npair 74429
Thread 8 processed npair 32054
Thread 9 processed npair 23318
Thread 10 processed npair 14035
Thread 2 processed npair 82826
Thread 4 processed npair 66016
Thread 6 processed npair 49152
Thread 10 processed npair 14034
Thread 7 processed npair 40658
Thread 9 processed npair 23317
Thread 8 processed npair 32053
Thread 10 processed npair 14033
Thread 1 processed npair 91201
Thread 10 processed npair 14032
Thread 5 processed npair 57609
Thread 9 processed npair 23316
Thread 10 processed npair 14031
Thread 6 processed npair 49151
Thread 8 processed npair 32052
Thread 7 processed npair 40657
Thread 3 processed npair 74428
Thread 4 processed npair 66015
Thread 10 processed npair 14030
Thread 9 processed npair 23315
Thread 2 processed npair 82825
Thread 10 processed npair 14029
Thread 8 processed npair 32051
Thread 9 processed npair 23314
Thread 0 processed npair 99600
Thread 10 processed npair 14028
Thread 5 processed npair 57608
Thread 7 processed npair 40656
Thread 6 processed npair 49150
Thread 10 processed npair 14027
Thread 1 processed npair 91200
Thread 9 processed npair 23313
Thread 8 processed npair 32050
Thread 10 processed npair 14026
Thread 4 processed npair 66014
Thread 3 processed npair 74427
Thread 10 processed npair 14025
Thread 7 processed npair 40655
Thread 9 processed npair 23312
Thread 8 processed npair 32049
Thread 10 processed npair 14024
Thread 6 processed npair 49149
Thread 5 processed npair 57607
Thread 2 processed npair 82824
Thread 9 processed npair 23311
Thread 10 processed npair 14023
Thread 7 processed npair 40654
Thread 10 processed npair 14022
Thread 8 processed npair 32048
Thread 9 processed npair 23310
Thread 4 processed npair 66013
Thread 10 processed npair 14021
Thread 0 processed npair 99599
Thread 6 processed npair 49148
Thread 1 processed npair 91199
Thread 3 processed npair 74426
Thread 10 processed npair 14020
Thread 5 processed npair 57606
Thread 9 processed npair 23309
Thread 8 processed npair 32047
Thread 7 processed npair 40653
Thread 10 processed npair 14019
Thread 9 processed npair 23308
Thread 2 processed npair 82823
Thread 10 processed npair 14018
Thread 8 processed npair 32046
Thread 6 processed npair 49147
Thread 10 processed npair 14017
Thread 7 processed npair 40652
Thread 4 processed npair 66012
Thread 9 processed npair 23307
Thread 5 processed npair 57605
Thread 10 processed npair 14016
Thread 8 processed npair 32045
Thread 10 processed npair 14015
Thread 3 processed npair 74425
Thread 9 processed npair 23306
Thread 1 processed npair 91198
Thread 10 processed npair 14014
Thread 6 processed npair 49146
Thread 7 processed npair 40651
Thread 0 processed npair 99598
Thread 9 processed npair 23305
Thread 10 processed npair 14013
Thread 8 processed npair 32044
Thread 2 processed npair 82822
Thread 4 processed npair 66011
Thread 5 processed npair 57604
Thread 10 processed npair 14012
Thread 9 processed npair 23304
Thread 7 processed npair 40650
Thread 10 processed npair 14011
Thread 8 processed npair 32043
Thread 6 processed npair 49145
Thread 10 processed npair 14010
Thread 9 processed npair 23303
Thread 3 processed npair 74424
Thread 10 processed npair 14009
Thread 8 processed npair 32042
Thread 7 processed npair 40649
Thread 5 processed npair 57603
Thread 9 processed npair 23302
Thread 1 processed npair 91197
Thread 10 processed npair 14008
Thread 4 processed npair 66010
Thread 6 processed npair 49144
Thread 10 processed npair 14007
Thread 2 processed npair 82821
Thread 9 processed npair 23301
Thread 0 processed npair 99597
Thread 8 processed npair 32041
Thread 10 processed npair 14006
Thread 7 processed npair 40648
Thread 10 processed npair 14005
Thread 9 processed npair 23300
Thread 3 processed npair 74423
Thread 5 processed npair 57602
Thread 8 processed npair 32040
Thread 10 processed npair 14004
Thread 6 processed npair 49143
Thread 4 processed npair 66009
Thread 9 processed npair 23299
Thread 10 processed npair 14003
Thread 7 processed npair 40647
Thread 8 processed npair 32039
Thread 1 processed npair 91196
Thread 10 processed npair 14002
Thread 9 processed npair 23298
Thread 2 processed npair 82820
Thread 10 processed npair 14001
Thread 5 processed npair 57601
Thread 6 processed npair 49142
Thread 7 processed npair 40646
Thread 10 processed npair 14000
Thread 9 processed npair 23297
Thread 3 processed npair 74422
Thread 8 processed npair 32038
Thread 0 processed npair 99596
Thread 10 processed npair 13999
Thread 4 processed npair 66008
Thread 9 processed npair 23296
Thread 10 processed npair 13998
Thread 8 processed npair 32037
Thread 7 processed npair 40645
Thread 6 processed npair 49141
Thread 10 processed npair 13997
Thread 9 processed npair 23295
Thread 5 processed npair 57600
Thread 10 processed npair 13996
Thread 1 processed npair 91195
Thread 2 processed npair 82819
Thread 8 processed npair 32036
Thread 10 processed npair 13995
Thread 9 processed npair 23294
Thread 3 processed npair 74421
Thread 7 processed npair 40644
Thread 4 processed npair 66007
Thread 10 processed npair 13994
Thread 6 processed npair 49140
Thread 9 processed npair 23293
Thread 8 processed npair 32035
Thread 10 processed npair 13993
Thread 5 processed npair 57599
Thread 10 processed npair 13992
Thread 0 processed npair 99595
Thread 7 processed npair 40643
Thread 9 processed npair 23292
Thread 10 processed npair 13991
Thread 8 processed npair 32034
Thread 6 processed npair 49139
Thread 10 processed npair 13990
Thread 2 processed npair 82818
Thread 9 processed npair 23291
Thread 4 processed npair 66006
Thread 3 processed npair 74420
Thread 1 processed npair 91194
Thread 10 processed npair 13989
Thread 7 processed npair 40642
Thread 5 processed npair 57598
Thread 8 processed npair 32033
Thread 9 processed npair 23290
Thread 10 processed npair 13988
Thread 10 processed npair 13987
Thread 6 processed npair 49138
Thread 8 processed npair 32032
Thread 9 processed npair 23289
Thread 7 processed npair 40641
Thread 10 processed npair 13986
Thread 4 processed npair 66005
Thread 10 processed npair 13985
Thread 5 processed npair 57597
Thread 9 processed npair 23288
Thread 3 processed npair 74419
Thread 0 processed npair 99594
Thread 8 processed npair 32031
Thread 10 processed npair 13984
Thread 2 processed npair 82817
Thread 7 processed npair 40640
Thread 6 processed npair 49137
Thread 1 processed npair 91193
Thread 9 processed npair 23287
Thread 10 processed npair 13983
Thread 8 processed npair 32030
Thread 10 processed npair 13982
Thread 9 processed npair 23286
Thread 10 processed npair 13981
Thread 5 processed npair 57596
Thread 7 processed npair 40639
Thread 4 processed npair 66004
Thread 6 processed npair 49136
Thread 10 processed npair 13980
Thread 8 processed npair 32029
Thread 9 processed npair 23285
Thread 3 processed npair 74418
Thread 10 processed npair 13979
Thread 2 processed npair 82816
Thread 9 processed npair 23284
Thread 10 processed npair 13978
Thread 7 processed npair 40638
Thread 8 processed npair 32028
Thread 0 processed npair 99593
Thread 5 processed npair 57595
Thread 1 processed npair 91192
Thread 10 processed npair 13977
Thread 6 processed npair 49135
Thread 9 processed npair 23283
Thread 4 processed npair 66003
Thread 10 processed npair 13976
Thread 8 processed npair 32027
Thread 7 processed npair 40637
Thread 10 processed npair 13975
Thread 9 processed npair 23282
Thread 3 processed npair 74417
Thread 10 processed npair 13974
Thread 6 processed npair 49134
Thread 5 processed npair 57594
Thread 8 processed npair 32026
Thread 9 processed npair 23281
Thread 10 processed npair 13973
Thread 2 processed npair 82815
Thread 7 processed npair 40636
Thread 10 processed npair 13972
Thread 4 processed npair 66002
Thread 9 processed npair 23280
Thread 10 processed npair 13971
Thread 8 processed npair 32025
Thread 1 processed npair 91191
Thread 10 processed npair 13970
Thread 6 processed npair 49133
Thread 0 processed npair 99592
Thread 9 processed npair 23279
Thread 7 processed npair 40635
Thread 3 processed npair 74416
Thread 5 processed npair 57593
Thread 10 processed npair 13969
Thread 8 processed npair 32024
Thread 9 processed npair 23278
Thread 10 processed npair 13968
Thread 4 processed npair 66001
Thread 2 processed npair 82814
Thread 10 processed npair 13967
Thread 7 processed npair 40634
Thread 8 processed npair 32023
Thread 6 processed npair 49132
Thread 9 processed npair 23277
Thread 10 processed npair 13966
Thread 5 processed npair 57592
Thread 10 processed npair 13965
Thread 1 processed npair 91190
Thread 9 processed npair 23276
Thread 8 processed npair 32022
Thread 3 processed npair 74415
Thread 7 processed npair 40633
Thread 10 processed npair 13964
Thread 10 processed npair 13963
Thread 9 processed npair 23275
Thread 6 processed npair 49131
Thread 4 processed npair 66000
Thread 0 processed npair 99591
Thread 10 processed npair 13962
Thread 8 processed npair 32021
Thread 2 processed npair 82813
Thread 9 processed npair 23274
Thread 7 processed npair 40632
Thread 5 processed npair 57591
Thread 10 processed npair 13961
Thread 10 processed npair 13960
Thread 8 processed npair 32020
Thread 9 processed npair 23273
Thread 6 processed npair 49130
Thread 10 processed npair 13959
Thread 3 processed npair 74414
Thread 7 processed npair 40631
Thread 1 processed npair 91189
Thread 4 processed npair 65999
Thread 10 processed npair 13958
Thread 9 processed npair 23272
Thread 8 processed npair 32019
Thread 5 processed npair 57590
Thread 10 processed npair 13957
Thread 9 processed npair 23271
Thread 6 processed npair 49129
Thread 10 processed npair 13956
Thread 2 processed npair 82812
Thread 7 processed npair 40630
Thread 8 processed npair 32018
Thread 10 processed npair 13955
Thread 0 processed npair 99590
Thread 9 processed npair 23270
Thread 10 processed npair 13954
Thread 3 processed npair 74413
Thread 4 processed npair 65998
Thread 5 processed npair 57589
Thread 10 processed npair 13953
Thread 9 processed npair 23269
Thread 8 processed npair 32017
Thread 6 processed npair 49128
Thread 7 processed npair 40629
Thread 1 processed npair 91188
Thread 10 processed npair 13952
Thread 9 processed npair 23268
Thread 10 processed npair 13951
Thread 8 processed npair 32016
Thread 2 processed npair 82811
Thread 10 processed npair 13950
Thread 7 processed npair 40628
Thread 9 processed npair 23267
Thread 5 processed npair 57588
Thread 6 processed npair 49127
Thread 4 processed npair 65997
Thread 10 processed npair 13949
Thread 3 processed npair 74412
Thread 8 processed npair 32015
Thread 10 processed npair 13948
Thread 9 processed npair 23266
Thread 0 processed npair 99589
Thread 10 processed npair 13947
Thread 7 processed npair 40627
Thread 9 processed npair 23265
Thread 8 processed npair 32014
Thread 10 processed npair 13946
Thread 1 processed npair 91187
Thread 6 processed npair 49126
Thread 5 processed npair 57587
Thread 10 processed npair 13945
Thread 4 processed npair 65996
Thread 9 processed npair 23264
Thread 2 processed npair 82810
Thread 7 processed npair 40626
Thread 10 processed npair 13944
Thread 8 processed npair 32013
Thread 3 processed npair 74411
Thread 10 processed npair 13943
Thread 9 processed npair 23263
Thread 6 processed npair 49125
Thread 10 processed npair 13942
Thread 8 processed npair 32012
Thread 5 processed npair 57586
Thread 7 processed npair 40625
Thread 9 processed npair 23262
Thread 10 processed npair 13941
Thread 4 processed npair 65995
Thread 0 processed npair 99588
Thread 1 processed npair 91186
Thread 10 processed npair 13940
Thread 8 processed npair 32011
Thread 9 processed npair 23261
Thread 6 processed npair 49124
Thread 2 processed npair 82809
Thread 10 processed npair 13939
Thread 3 processed npair 74410
Thread 7 processed npair 40624
Thread 9 processed npair 23260
Thread 10 processed npair 13938
Thread 5 processed npair 57585
Thread 8 processed npair 32010
Thread 10 processed npair 13937
Thread 9 processed npair 23259
Thread 4 processed npair 65994
Thread 6 processed npair 49123
Thread 7 processed npair 40623
Thread 10 processed npair 13936
Thread 8 processed npair 32009
Thread 10 processed npair 13935
Thread 9 processed npair 23258
Thread 1 processed npair 91185
Thread 5 processed npair 57584
Thread 10 processed npair 13934
Thread 3 processed npair 74409
Thread 2 processed npair 82808
Thread 0 processed npair 99587
Thread 8 processed npair 32008
Thread 9 processed npair 23257
Thread 7 processed npair 40622
Thread 10 processed npair 13933
Thread 6 processed npair 49122
Thread 10 processed npair 13932
Thread 4 processed npair 65993
Thread 9 processed npair 23256
Thread 8 processed npair 32007
Thread 10 processed npair 13931
Thread 7 processed npair 40621
Thread 5 processed npair 57583
Thread 9 processed npair 23255
Thread 10 processed npair 13930
Thread 6 processed npair 49121
Thread 8 processed npair 32006
Thread 10 processed npair 13929
Thread 3 processed npair 74408
Thread 9 processed npair 23254
Thread 2 processed npair 82807
Thread 1 processed npair 91184
Thread 10 processed npair 13928
Thread 7 processed npair 40620
Thread 4 processed npair 65992
Thread 10 processed npair 13927
Thread 9 processed npair 23253
Thread 8 processed npair 32005
Thread 5 processed npair 57582
Thread 6 processed npair 49120
Thread 0 processed npair 99586
Thread 10 processed npair 13926
Thread 9 processed npair 23252
Thread 10 processed npair 13925
Thread 7 processed npair 40619
Thread 8 processed npair 32004
Thread 10 processed npair 13924
Thread 3 processed npair 74407
Thread 9 processed npair 23251
Thread 4 processed npair 65991
Thread 6 processed npair 49119
Thread 10 processed npair 13923
Thread 2 processed npair 82806
Thread 5 processed npair 57581
Thread 8 processed npair 32003
Thread 7 processed npair 40618
Thread 9 processed npair 23250
Thread 1 processed npair 91183
Thread 10 processed npair 13922
Thread 10 processed npair 13921
Thread 9 processed npair 23249
Thread 8 processed npair 32002
Thread 10 processed npair 13920
Thread 6 processed npair 49118
Thread 7 processed npair 40617
Thread 0 processed npair 99585
Thread 10 processed npair 13919
Thread 3 processed npair 74406
Thread 9 processed npair 23248
Thread 5 processed npair 57580
Thread 4 processed npair 65990
Thread 8 processed npair 32001
Thread 10 processed npair 13918
Thread 2 processed npair 82805
Thread 9 processed npair 23247
Thread 10 processed npair 13917
Thread 7 processed npair 40616
Thread 6 processed npair 49117
Thread 8 processed npair 32000
Thread 1 processed npair 91182
Thread 10 processed npair 13916
Thread 9 processed npair 23246
Thread 10 processed npair 13915
Thread 5 processed npair 57579
Thread 4 processed npair 65989
Thread 9 processed npair 23245
Thread 3 processed npair 74405
Thread 7 processed npair 40615
Thread 8 processed npair 31999
Thread 10 processed npair 13914
Thread 6 processed npair 49116
Thread 10 processed npair 13913
Thread 9 processed npair 23244
Thread 0 processed npair 99584
Thread 10 processed npair 13912
Thread 2 processed npair 82804
Thread 8 processed npair 31998
Thread 7 processed npair 40614
Thread 5 processed npair 57578
Thread 10 processed npair 13911
Thread 9 processed npair 23243
Thread 4 processed npair 65988
Thread 10 processed npair 13910
Thread 1 processed npair 91181
Thread 6 processed npair 49115
Thread 8 processed npair 31997
Thread 9 processed npair 23242
Thread 3 processed npair 74404
Thread 10 processed npair 13909
Thread 7 processed npair 40613
Thread 10 processed npair 13908
Thread 9 processed npair 23241
Thread 8 processed npair 31996
Thread 5 processed npair 57577
Thread 10 processed npair 13907
Thread 6 processed npair 49114
Thread 2 processed npair 82803
Thread 9 processed npair 23240
Thread 10 processed npair 13906
Thread 7 processed npair 40612
Thread 4 processed npair 65987
Thread 8 processed npair 31995
Thread 10 processed npair 13905
Thread 0 processed npair 99583
Thread 9 processed npair 23239
Thread 3 processed npair 74403
Thread 10 processed npair 13904
Thread 1 processed npair 91180
Thread 5 processed npair 57576
Thread 6 processed npair 49113
Thread 8 processed npair 31994
Thread 7 processed npair 40611
Thread 10 processed npair 13903
Thread 9 processed npair 23238
Thread 10 processed npair 13902
Thread 4 processed npair 65986
Thread 9 processed npair 23237
Thread 8 processed npair 31993
Thread 10 processed npair 13901
Thread 2 processed npair 82802
Thread 7 processed npair 40610
Thread 10 processed npair 13900
Thread 6 processed npair 49112
Thread 5 processed npair 57575
Thread 9 processed npair 23236
Thread 3 processed npair 74402
Thread 10 processed npair 13899
Thread 8 processed npair 31992
Thread 9 processed npair 23235
Thread 10 processed npair 13898
Thread 1 processed npair 91179
Thread 0 processed npair 99582
Thread 7 processed npair 40609
Thread 10 processed npair 13897
Thread 4 processed npair 65985
Thread 6 processed npair 49111
Thread 8 processed npair 31991
Thread 9 processed npair 23234
Thread 10 processed npair 13896
Thread 5 processed npair 57574
Thread 2 processed npair 82801
Thread 10 processed npair 13895
Thread 7 processed npair 40608
Thread 9 processed npair 23233
Thread 8 processed npair 31990
Thread 3 processed npair 74401
Thread 10 processed npair 13894
Thread 6 processed npair 49110
Thread 9 processed npair 23232
Thread 10 processed npair 13893
Thread 4 processed npair 65984
Thread 8 processed npair 31989
Thread 7 processed npair 40607
Thread 5 processed npair 57573
Thread 10 processed npair 13892
Thread 1 processed npair 91178
Thread 9 processed npair 23231
Thread 10 processed npair 13891
Thread 0 processed npair 99581
Thread 8 processed npair 31988
Thread 10 processed npair 13890
Thread 6 processed npair 49109
Thread 2 processed npair 82800
Thread 9 processed npair 23230
Thread 3 processed npair 74400
Thread 7 processed npair 40606
Thread 10 processed npair 13889
Thread 9 processed npair 23229
Thread 5 processed npair 57572
Thread 4 processed npair 65983
Thread 8 processed npair 31987
Thread 10 processed npair 13888
Thread 10 processed npair 13887
Thread 6 processed npair 49108
Thread 9 processed npair 23228
Thread 7 processed npair 40605
Thread 10 processed npair 13886
Thread 8 processed npair 31986
Thread 1 processed npair 91177
Thread 9 processed npair 23227
Thread 10 processed npair 13885
Thread 2 processed npair 82799
Thread 5 processed npair 57571
Thread 3 processed npair 74399
Thread 10 processed npair 13884
Thread 7 processed npair 40604
Thread 8 processed npair 31985
Thread 4 processed npair 65982
Thread 9 processed npair 23226
Thread 0 processed npair 99580
Thread 6 processed npair 49107
Thread 10 processed npair 13883
Thread 10 processed npair 13882
Thread 9 processed npair 23225
Thread 8 processed npair 31984
Thread 10 processed npair 13881
Thread 7 processed npair 40603
Thread 5 processed npair 57570
Thread 9 processed npair 23224
Thread 10 processed npair 13880
Thread 6 processed npair 49106
Thread 1 processed npair 91176
Thread 8 processed npair 31983
Thread 3 processed npair 74398
Thread 4 processed npair 65981
Thread 10 processed npair 13879
Thread 2 processed npair 82798
Thread 9 processed npair 23223
Thread 7 processed npair 40602
Thread 10 processed npair 13878
Thread 8 processed npair 31982
Thread 10 processed npair 13877
Thread 9 processed npair 23222
Thread 5 processed npair 57569
Thread 6 processed npair 49105
Thread 0 processed npair 99579
Thread 10 processed npair 13876
Thread 7 processed npair 40601
Thread 9 processed npair 23221
Thread 10 processed npair 13875
Thread 8 processed npair 31981
Thread 4 processed npair 65980
Thread 3 processed npair 74397
Thread 10 processed npair 13874
Thread 9 processed npair 23220
Thread 2 processed npair 82797
Thread 1 processed npair 91175
Thread 6 processed npair 49104
Thread 10 processed npair 13873
Thread 8 processed npair 31980
Thread 5 processed npair 57568
Thread 7 processed npair 40600
Thread 10 processed npair 13872
Thread 9 processed npair 23219
Thread 10 processed npair 13871
Thread 8 processed npair 31979
Thread 9 processed npair 23218
Thread 4 processed npair 65979
Thread 10 processed npair 13870
Thread 6 processed npair 49103
Thread 7 processed npair 40599
Thread 3 processed npair 74396
Thread 10 processed npair 13869
Thread 5 processed npair 57567
Thread 0 processed npair 99578
Thread 9 processed npair 23217
Thread 8 processed npair 31978
Thread 10 processed npair 13868
Thread 2 processed npair 82796
Thread 9 processed npair 23216
Thread 10 processed npair 13867
Thread 1 processed npair 91174
Thread 7 processed npair 40598
Thread 6 processed npair 49102
Thread 8 processed npair 31977
Thread 10 processed npair 13866
Thread 4 processed npair 65978
Thread 9 processed npair 23215
Thread 10 processed npair 13865
Thread 5 processed npair 57566
Thread 7 processed npair 40597
Thread 10 processed npair 13864
Thread 3 processed npair 74395
Thread 8 processed npair 31976
Thread 9 processed npair 23214
Thread 10 processed npair 13863
Thread 6 processed npair 49101
Thread 9 processed npair 23213
Thread 10 processed npair 13862
Thread 2 processed npair 82795
Thread 8 processed npair 31975
Thread 0 processed npair 99577
Thread 7 processed npair 40596
Thread 4 processed npair 65977
Thread 5 processed npair 57565
Thread 10 processed npair 13861
Thread 1 processed npair 91173
Thread 9 processed npair 23212
Thread 10 processed npair 13860
Thread 6 processed npair 49100
Thread 8 processed npair 31974
Thread 10 processed npair 13859
Thread 3 processed npair 74394
Thread 9 processed npair 23211
Thread 7 processed npair 40595
Thread 10 processed npair 13858
Thread 8 processed npair 31973
Thread 9 processed npair 23210
Thread 5 processed npair 57564
Thread 10 processed npair 13857
Thread 4 processed npair 65976
Thread 2 processed npair 82794
Thread 6 processed npair 49099
Thread 10 processed npair 13856
Thread 7 processed npair 40594
Thread 9 processed npair 23209
Thread 8 processed npair 31972
Thread 10 processed npair 13855
Thread 1 processed npair 91172
Thread 0 processed npair 99576
Thread 9 processed npair 23208
Thread 10 processed npair 13854
Thread 3 processed npair 74393
Thread 5 processed npair 57563
Thread 8 processed npair 31971
Thread 6 processed npair 49098
Thread 10 processed npair 13853
Thread 7 processed npair 40593
Thread 9 processed npair 23207
Thread 4 processed npair 65975
Thread 10 processed npair 13852
Thread 2 processed npair 82793
Thread 10 processed npair 13851
Thread 8 processed npair 31970
Thread 9 processed npair 23206
Thread 7 processed npair 40592
Thread 10 processed npair 13850
Thread 6 processed npair 49097
Thread 5 processed npair 57562
Thread 9 processed npair 23205
Thread 10 processed npair 13849
Thread 3 processed npair 74392
Thread 8 processed npair 31969
Thread 1 processed npair 91171
Thread 10 processed npair 13848
Thread 4 processed npair 65974
Thread 9 processed npair 23204
Thread 7 processed npair 40591
Thread 0 processed npair 99575
Thread 10 processed npair 13847
Thread 8 processed npair 31968
Thread 6 processed npair 49096
Thread 10 processed npair 13846
Thread 9 processed npair 23203
Thread 5 processed npair 57561
Thread 2 processed npair 82792
Thread 10 processed npair 13845
Thread 7 processed npair 40590
Thread 8 processed npair 31967
Thread 9 processed npair 23202
Thread 10 processed npair 13844
Thread 3 processed npair 74391
Thread 4 processed npair 65973
Thread 10 processed npair 13843
Thread 6 processed npair 49095
Thread 9 processed npair 23201
Thread 1 processed npair 91170
Thread 8 processed npair 31966
Thread 10 processed npair 13842
Thread 7 processed npair 40589
Thread 5 processed npair 57560
Thread 10 processed npair 13841
Thread 9 processed npair 23200
Thread 10 processed npair 13840
Thread 2 processed npair 82791
Thread 8 processed npair 31965
Thread 0 processed npair 99574
Thread 6 processed npair 49094
Thread 9 processed npair 23199
